% Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Lateral distance (ft),Mach number (?)
43.19,38766,19.902,-32.065,10011,0.19329
43.2,38767,19.582,-32.064,10013,0.19325
43.21,38767,19.261,-32.063,10014,0.19321
43.22,38767,18.94,-32.062,10016,0.19317
43.23,38767,18.62,-32.061,10018,0.19313
43.24,38767,18.299,-32.06,10019,0.19309
43.25,38768,17.979,-32.059,10021,0.19306
43.26,38768,17.658,-32.058,10023,0.19302
43.27,38768,17.337,-32.058,10024,0.19298
43.28,38768,17.017,-32.057,10026,0.19294
43.29,38768,16.696,-32.056,10028,0.19291
43.3,38768,16.376,-32.055,10029,0.19287
43.31,38769,16.055,-32.054,10031,0.19284
43.32,38769,15.735,-32.053,10033,0.1928
43.33,38769,15.414,-32.052,10034,0.19277
43.34,38769,15.094,-32.051,10036,0.19273
43.35,38769,14.773,-32.05,10037,0.1927
43.36,38769,14.453,-32.05,10039,0.19267
43.37,38770,14.132,-32.049,10041,0.19264
43.38,38770,13.812,-32.048,10042,0.19261
43.39,38770,13.491,-32.047,10044,0.19258
43.4,38770,13.171,-32.046,10046,0.19255
43.41,38770,12.85,-32.045,10047,0.19252
43.42,38770,12.53,-32.044,10049,0.19249
43.43,38770,12.209,-32.043,10051,0.19246
43.44,38770,11.889,-32.043,10052,0.19243
43.45,38771,11.568,-32.042,10054,0.1924
43.46,38771,11.248,-32.041,10056,0.19238
43.47,38771,10.928,-32.04,10057,0.19235
43.48,38771,10.607,-32.039,10059,0.19233
43.49,38771,10.287,-32.038,10061,0.1923
43.5,38771,9.9665,-32.037,10062,0.19228
43.51,38771,9.6461,-32.036,10064,0.19225
43.52,38771,9.3257,-32.036,10066,0.19223
43.53,38771,9.0054,-32.035,10067,0.19221
43.54,38771,8.685,-32.034,10069,0.19218
43.55,38772,8.3647,-32.033,10071,0.19216
43.56,38772,8.0444,-32.032,10072,0.19214
43.57,38772,7.7241,-32.031,10074,0.19212
43.58,38772,7.4037,-32.031,10075,0.1921
43.59,38772,7.0834,-32.03,10077,0.19208
43.6,38772,6.7632,-32.029,10079,0.19206
43.61,38772,6.4429,-32.028,10080,0.19204
43.62,38772,6.1226,-32.027,10082,0.19203
43.63,38772,5.8023,-32.026,10084,0.19201
43.64,38772,5.4821,-32.025,10085,0.19199
43.65,38772,5.1618,-32.025,10087,0.19198
43.66,38772,4.8416,-32.024,10089,0.19196
43.67,38772,4.5213,-32.023,10090,0.19195
43.68,38772,4.2011,-32.022,10092,0.19193
43.69,38772,3.8809,-32.021,10094,0.19192
43.7,38772,3.5607,-32.02,10095,0.19191
43.71,38773,3.2405,-32.02,10097,0.19189
43.72,38773,2.9203,-32.019,10099,0.19188
43.73,38773,2.6001,-32.018,10100,0.19187
43.74,38773,2.2799,-32.017,10102,0.19186
43.75,38773,1.9598,-32.016,10104,0.19185
43.76,38773,1.6396,-32.015,10105,0.19184
43.77,38773,1.3195,-32.015,10107,0.19183
43.78,38773,0.99932,-32.014,10108,0.19182
43.79,38773,0.67919,-32.013,10110,0.19181
43.8,38773,0.35907,-32.012,10112,0.1918
43.81,38773,0.038948,-32.011,10113,0.1918
43.82,38773,-0.28116,-32.01,10115,0.19179
43.83,38773,-0.60126,-32.01,10117,0.19179
43.84,38773,-0.92135,-32.009,10118,0.19178
43.85,38773,-1.2414,-32.008,10120,0.19178
43.86,38773,-1.5615,-32.007,10122,0.19177
43.878,38773,-2.1199,-31.243,10125,0.19177
43.895,38773,-2.6503,-30.991,10127,0.19018
43.913,38773,-3.1849,-30.742,10130,0.1886
43.93,38772,-3.7237,-30.496,10133,0.18701
43.948,38772,-4.2669,-30.251,10136,0.18543
43.966,38772,-4.8145,-30.009,10139,0.18386
43.985,38772,-5.3665,-29.769,10142,0.18229
44.004,38772,-5.9232,-29.532,10144,0.18072
44.023,38772,-6.4846,-29.297,10147,0.17916
44.043,38772,-7.0507,-29.064,10150,0.1776
44.062,38772,-7.6217,-28.833,10153,0.17604
44.082,38772,-8.1978,-28.605,10156,0.17449
44.103,38771,-8.7789,-28.378,10159,0.17294
44.124,38771,-9.3652,-28.154,10162,0.1714
44.145,38771,-9.9567,-27.933,10165,0.16986
44.166,38771,-10.554,-27.713,10168,0.16833
44.188,38771,-11.156,-27.496,10171,0.16681
44.211,38770,-11.764,-27.28,10174,0.16529
44.233,38770,-12.378,-27.067,10177,0.16377
44.256,38770,-12.998,-26.857,10181,0.16226
44.28,38769,-13.623,-26.648,10184,0.16076
44.304,38769,-14.255,-26.441,10187,0.15926
44.328,38769,-14.893,-26.237,10190,0.15778
44.353,38768,-15.537,-26.034,10193,0.15629
44.378,38768,-16.188,-25.834,10196,0.15482
44.404,38767,-16.845,-25.635,10200,0.15335
44.43,38767,-17.509,-25.439,10203,0.1519
44.456,38767,-18.179,-25.244,10206,0.15045
44.483,38766,-18.856,-25.052,10209,0.14901
44.511,38766,-19.541,-24.861,10213,0.14758
44.539,38765,-20.232,-24.672,10216,0.14615
44.567,38764,-20.931,-24.485,10219,0.14474
44.597,38764,-21.637,-24.3,10223,0.14334
44.626,38763,-22.351,-24.116,10226,0.14195
44.656,38762,-23.072,-23.935,10229,0.14057
44.687,38762,-23.8,-23.754,10233,0.1392
44.718,38761,-24.537,-23.576,10236,0.13785
44.75,38760,-25.281,-23.399,10240,0.13651
44.782,38759,-26.034,-23.223,10243,0.13518
44.815,38758,-26.794,-23.049,10247,0.13386
44.849,38758,-27.563,-22.876,10250,0.13256
44.883,38757,-28.34,-22.704,10254,0.13127
44.918,38756,-29.125,-22.534,10257,0.13
44.953,38755,-29.918,-22.365,10261,0.12875
44.99,38753,-30.72,-22.196,10264,0.12751
45.026,38752,-31.531,-22.029,10268,0.12629
45.064,38751,-32.35,-21.862,10271,0.12508
45.102,38750,-33.178,-21.696,10275,0.1239
45.141,38749,-34.014,-21.531,10278,0.12273
45.18,38747,-34.859,-21.366,10282,0.12158
45.221,38746,-35.713,-21.202,10286,0.12046
45.262,38744,-36.576,-21.038,10289,0.11935
45.303,38743,-37.447,-20.874,10293,0.11827
45.346,38741,-38.327,-20.71,10297,0.11721
45.389,38739,-39.215,-20.545,10300,0.11617
45.433,38738,-40.112,-20.381,10304,0.11515
45.478,38736,-41.018,-20.216,10307,0.11416
45.524,38734,-41.932,-20.05,10311,0.1132
45.57,38732,-42.855,-19.884,10315,0.11226
45.617,38730,-43.786,-19.716,10318,0.11134
45.665,38728,-44.725,-19.548,10322,0.11045
45.714,38726,-45.672,-19.378,10326,0.1096
45.764,38723,-46.627,-19.207,10329,0.10876
45.814,38721,-47.589,-19.034,10333,0.10796
45.866,38719,-48.56,-18.859,10336,0.10719
45.918,38716,-49.538,-18.682,10340,0.10644
45.971,38713,-50.523,-18.503,10344,0.10573
46.026,38711,-51.514,-18.322,10347,0.10505
46.081,38708,-52.513,-18.137,10351,0.10439
46.137,38705,-53.519,-17.95,10354,0.10377
46.194,38702,-54.53,-17.76,10358,0.10318
46.252,38698,-55.548,-17.567,10362,0.10263
46.31,38695,-56.571,-17.37,10365,0.1021
46.37,38692,-57.6,-17.17,10369,0.10161
46.431,38688,-58.634,-16.966,10372,0.10115
46.493,38684,-59.673,-16.757,10376,0.10072
46.556,38681,-60.716,-16.545,10379,0.10033
46.621,38677,-61.764,-16.328,10382,0.099965
46.686,38673,-62.815,-16.107,10386,0.099636
46.752,38668,-63.87,-15.881,10389,0.099339
46.82,38664,-64.928,-15.651,10393,0.099074
46.889,38660,-65.989,-15.415,10396,0.098841
46.959,38655,-67.052,-15.174,10399,0.09864
47.03,38650,-68.117,-14.928,10403,0.098471
47.103,38645,-69.183,-14.677,10406,0.098333
47.177,38640,-70.251,-14.42,10409,0.098226
47.252,38635,-71.32,-14.158,10412,0.098149
47.329,38629,-72.389,-13.891,10415,0.098102
47.408,38623,-73.457,-13.617,10418,0.098084
47.488,38617,-74.526,-13.338,10422,0.098095
47.569,38611,-75.593,-13.054,10425,0.098134
47.653,38605,-76.658,-12.763,10428,0.0982
47.738,38598,-77.722,-12.467,10431,0.098293
47.826,38592,-78.783,-12.166,10434,0.098412
47.915,38584,-79.841,-11.858,10436,0.098557
48.006,38577,-80.896,-11.546,10439,0.098726
48.1,38570,-81.947,-11.227,10442,0.098918
48.196,38562,-82.993,-10.904,10445,0.099134
48.294,38553,-84.033,-10.575,10447,0.099371
48.395,38545,-85.068,-10.241,10450,0.09963
48.499,38536,-86.097,-9.9017,10453,0.099908
48.606,38527,-87.118,-9.558,10455,0.10021
48.716,38517,-88.132,-9.2097,10458,0.10052
48.829,38507,-89.137,-8.8572,10460,0.10086
48.947,38497,-90.133,-8.5006,10462,0.1012
49.068,38486,-91.119,-8.1402,10465,0.10157
49.193,38474,-92.094,-7.7764,10467,0.10195
49.323,38462,-93.057,-7.4096,10469,0.10234
49.458,38449,-94.007,-7.0402,10471,0.10274
49.598,38436,-94.943,-6.6685,10472,0.10315
49.745,38422,-95.864,-6.2951,10474,0.10357
49.898,38407,-96.77,-5.9205,10476,0.104
50.058,38392,-97.657,-5.5452,10477,0.10444
50.226,38375,-98.526,-5.17,10478,0.10488
50.403,38358,-99.374,-4.7955,10479,0.10532
50.589,38339,-100.2,-4.4224,10480,0.10576
50.787,38319,-101,-4.0517,10481,0.10621
50.998,38298,-101.78,-3.6842,10481,0.10665
51.223,38275,-102.52,-3.321,10481,0.10708
51.464,38250,-103.24,-2.9632,10481,0.10751
51.725,38223,-103.92,-2.6121,10480,0.10793
52.008,38194,-104.56,-2.2691,10479,0.10833
52.318,38161,-105.16,-1.9359,10478,0.10872
52.661,38125,-105.72,-1.6142,10475,0.10909
53.045,38084,-106.22,-1.3062,10472,0.10943
53.479,38038,-106.66,-1.0141,10467,0.10974
53.979,37985,-107.03,-0.74079,10461,0.11001
54.479,37931,-107.27,-0.48964,10455,0.11024
54.979,37877,-107.42,-0.29893,10447,0.11037
55.479,37824,-107.5,-0.15492,10440,0.11044
55.979,37770,-107.52,-0.046726,10431,0.11046
56.479,37716,-107.51,0.034179,10423,0.11044
56.979,37662,-107.46,0.09604,10413,0.11039
57.479,37609,-107.39,0.1467,10404,0.11032
57.979,37555,-107.29,0.18378,10395,0.11023
58.479,37501,-107.19,0.21078,10385,0.11012
58.979,37448,-107.07,0.23029,10375,0.11001
59.479,37394,-106.95,0.24426,10365,0.10988
59.979,37341,-106.82,0.25414,10354,0.10975
60.479,37288,-106.69,0.261,10344,0.10962
60.979,37234,-106.56,0.26563,10334,0.10948
61.479,37181,-106.43,0.26864,10323,0.10934
61.979,37128,-106.29,0.27045,10312,0.1092
62.479,37075,-106.16,0.27139,10302,0.10906
62.979,37022,-106.02,0.27169,10291,0.10892
63.479,36969,-105.88,0.27153,10280,0.10878
63.979,36916,-105.75,0.27103,10270,0.10864
64.479,36863,-105.61,0.27029,10259,0.1085
64.979,36810,-105.48,0.26938,10248,0.10837
65.479,36757,-105.34,0.26834,10237,0.10823
65.979,36705,-105.21,0.26722,10226,0.10809
66.479,36652,-105.08,0.26604,10215,0.10795
66.979,36600,-104.95,0.26482,10204,0.10782
67.479,36547,-104.81,0.26357,10193,0.10768
67.979,36495,-104.68,0.26231,10183,0.10754
68.479,36443,-104.55,0.26104,10172,0.10741
68.979,36390,-104.42,0.25976,10161,0.10728
69.479,36338,-104.29,0.25849,10150,0.10714
69.979,36286,-104.16,0.25722,10139,0.10701
70.479,36234,-104.04,0.25596,10128,0.10688
70.979,36182,-103.91,0.2547,10117,0.10675
71.479,36130,-103.78,0.25345,10106,0.10662
71.979,36078,-103.66,0.25221,10095,0.10649
72.479,36026,-103.53,0.24891,10084,0.10635
72.979,35975,-103.41,0.23856,10073,0.1062
73.479,35923,-103.3,0.23106,10062,0.10606
73.979,35871,-103.18,0.22554,10051,0.10592
74.479,35820,-103.07,0.2214,10040,0.10578
74.979,35768,-102.96,0.2182,10029,0.10564
75.479,35717,-102.86,0.21566,10018,0.10551
75.979,35666,-102.75,0.21358,10007,0.10538
76.479,35614,-102.64,0.21182,9996.2,0.10525
76.979,35563,-102.54,0.21028,9985.2,0.10512
77.479,35512,-102.43,0.2089,9974.2,0.10499
77.979,35460,-102.33,0.20763,9963.3,0.10486
78.479,35409,-102.23,0.20644,9952.3,0.10473
78.979,35358,-102.12,0.2053,9941.3,0.1046
79.479,35307,-102.02,0.20421,9930.3,0.10448
79.979,35256,-101.92,0.20315,9919.3,0.10435
80.479,35205,-101.82,0.20211,9908.4,0.10423
80.979,35154,-101.72,0.20109,9897.4,0.1041
81.479,35104,-101.62,0.20009,9886.4,0.10398
81.979,35053,-101.52,0.1991,9875.4,0.10385
82.479,35002,-101.42,0.19812,9864.5,0.10373
82.979,34951,-101.32,0.19716,9853.5,0.10361
83.479,34901,-101.22,0.1962,9842.5,0.10349
83.979,34850,-101.13,0.19525,9831.5,0.10336
84.479,34800,-101.03,0.19431,9820.5,0.10324
84.979,34749,-100.93,0.19338,9809.6,0.10312
85.479,34699,-100.84,0.19246,9798.6,0.103
85.979,34648,-100.74,0.19154,9787.6,0.10289
86.479,34598,-100.65,0.19063,9776.6,0.10277
86.979,34548,-100.55,0.18973,9765.6,0.10265
87.479,34497,-100.46,0.18884,9754.7,0.10253
87.979,34447,-100.36,0.18795,9743.7,0.10241
88.479,34397,-100.27,0.18724,9732.7,0.1023
88.979,34347,-100.17,0.19126,9721.7,0.10218
89.479,34297,-100.08,0.19368,9710.7,0.10206
89.979,34247,-99.978,0.19502,9699.8,0.10194
90.479,34197,-99.88,0.19562,9688.8,0.10183
90.979,34147,-99.783,0.19573,9677.8,0.10171
91.479,34097,-99.685,0.19549,9666.8,0.10159
91.979,34047,-99.587,0.19503,9655.8,0.10147
92.479,33997,-99.49,0.19442,9644.9,0.10135
92.979,33948,-99.393,0.1937,9633.9,0.10123
93.479,33898,-99.297,0.19292,9622.9,0.10111
93.979,33848,-99.201,0.1921,9611.9,0.10099
94.479,33799,-99.105,0.19125,9600.9,0.10087
94.979,33749,-99.01,0.19038,9590,0.10075
95.479,33700,-98.915,0.18951,9579,0.10064
95.979,33650,-98.821,0.18863,9568,0.10052
96.479,33601,-98.727,0.18775,9557,0.10041
96.979,33552,-98.634,0.18688,9546,0.10029
97.479,33502,-98.541,0.18601,9535.1,0.10018
97.979,33453,-98.448,0.18514,9524.1,0.10006
98.479,33404,-98.356,0.18428,9513.1,0.099948
98.979,33355,-98.264,0.18343,9502.1,0.099835
99.479,33306,-98.173,0.18258,9491.1,0.099722
99.979,33257,-98.082,0.18173,9480.2,0.09961
100.48,33208,-97.992,0.1809,9469.2,0.099498
100.98,33159,-97.902,0.18007,9458.2,0.099387
101.48,33110,-97.812,0.17924,9447.2,0.099277
101.98,33061,-97.723,0.17843,9436.2,0.099166
102.48,33012,-97.634,0.17762,9425.3,0.099056
102.98,32963,-97.545,0.17681,9414.3,0.098947
103.48,32914,-97.457,0.17601,9403.3,0.098838
103.98,32866,-97.37,0.17522,9392.3,0.09873
104.48,32817,-97.283,0.17443,9381.3,0.098622
104.98,32768,-97.196,0.17365,9370.4,0.098515
105.48,32720,-97.108,0.17659,9359.4,0.098408
105.98,32671,-97.018,0.17909,9348.4,0.098299
106.48,32623,-96.928,0.18048,9337.4,0.098189
106.98,32574,-96.837,0.18113,9326.4,0.098079
107.48,32526,-96.747,0.18129,9315.4,0.097969
107.98,32478,-96.656,0.18111,9304.5,0.097858
108.48,32429,-96.566,0.18072,9293.5,0.097748
108.98,32381,-96.476,0.18018,9282.5,0.097637
109.48,32333,-96.386,0.17955,9271.5,0.097528
109.98,32285,-96.296,0.17886,9260.5,0.097418
110.48,32237,-96.207,0.17812,9249.6,0.097309
110.98,32188,-96.119,0.17737,9238.6,0.0972
111.48,32140,-96.03,0.1766,9227.6,0.097092
111.98,32092,-95.942,0.17582,9216.6,0.096985
112.48,32045,-95.855,0.17504,9205.6,0.096877
112.98,31997,-95.768,0.17426,9194.7,0.09677
113.48,31949,-95.681,0.17349,9183.7,0.096664
113.98,31901,-95.595,0.17271,9172.7,0.096558
114.48,31853,-95.509,0.17194,9161.7,0.096453
114.98,31805,-95.423,0.17118,9150.7,0.096348
115.48,31758,-95.338,0.17041,9139.7,0.096243
115.98,31710,-95.253,0.16966,9128.8,0.096139
116.48,31662,-95.169,0.16891,9117.8,0.096035
116.98,31615,-95.084,0.16817,9106.8,0.095932
117.48,31567,-95.001,0.16743,9095.8,0.095829
117.98,31520,-94.917,0.16669,9084.8,0.095727
118.48,31472,-94.834,0.16597,9073.9,0.095625
118.98,31425,-94.752,0.16524,9062.9,0.095523
119.48,31378,-94.67,0.16453,9051.9,0.095422
119.98,31330,-94.588,0.16381,9040.9,0.095321
120.48,31283,-94.506,0.16311,9029.9,0.095221
120.98,31236,-94.425,0.1624,9018.9,0.095121
121.48,31189,-94.344,0.16171,9008,0.095021
121.98,31142,-94.264,0.16102,8997,0.094922
122.48,31094,-94.182,0.16272,8986,0.094823
122.98,31047,-94.099,0.16546,8975,0.094724
123.48,31000,-94.016,0.16702,8964,0.094623
123.98,30953,-93.932,0.16778,8953,0.094522
124.48,30906,-93.848,0.16803,8942.1,0.09442
124.98,30860,-93.764,0.16794,8931.1,0.094318
125.48,30813,-93.68,0.16763,8920.1,0.094216
125.98,30766,-93.597,0.16717,8909.1,0.094114
126.48,30719,-93.513,0.16662,8898.1,0.094013
126.98,30672,-93.43,0.16601,8887.2,0.093912
127.48,30626,-93.348,0.16537,8876.2,0.093811
127.98,30579,-93.265,0.16469,8865.2,0.093711
128.48,30532,-93.183,0.16401,8854.2,0.093611
128.98,30486,-93.102,0.16332,8843.2,0.093511
129.48,30439,-93.02,0.16263,8832.2,0.093412
129.98,30393,-92.939,0.16193,8821.3,0.093313
130.48,30346,-92.859,0.16124,8810.3,0.093215
130.98,30300,-92.778,0.16055,8799.3,0.093117
131.48,30254,-92.699,0.15987,8788.3,0.093019
131.98,30207,-92.619,0.15918,8777.3,0.092922
132.48,30161,-92.54,0.15851,8766.3,0.092825
132.98,30115,-92.461,0.15783,8755.4,0.092729
133.48,30068,-92.382,0.15717,8744.4,0.092633
133.98,30022,-92.304,0.1565,8733.4,0.092537
134.48,29976,-92.226,0.15584,8722.4,0.092442
134.98,29930,-92.148,0.15519,8711.4,0.092347
135.48,29884,-92.071,0.15454,8700.4,0.092253
135.98,29838,-91.994,0.15389,8689.5,0.092159
136.48,29792,-91.918,0.15325,8678.5,0.092065
136.98,29746,-91.841,0.15262,8667.5,0.091972
137.48,29700,-91.765,0.15199,8656.5,0.091879
137.98,29654,-91.69,0.15136,8645.5,0.091786
138.48,29608,-91.614,0.15074,8634.5,0.091694
138.98,29563,-91.539,0.15012,8623.6,0.091602
139.48,29517,-91.464,0.1495,8612.6,0.09151
139.98,29471,-91.389,0.14983,8601.6,0.091419
140.48,29426,-91.313,0.1529,8590.6,0.091328
140.98,29380,-91.236,0.15466,8579.6,0.091235
141.48,29334,-91.158,0.15556,8568.7,0.091141
141.98,29289,-91.08,0.15592,8557.7,0.091047
142.48,29243,-91.002,0.15592,8546.7,0.090953
142.98,29198,-90.924,0.15568,8535.7,0.090859
143.48,29152,-90.847,0.1553,8524.7,0.090765
143.98,29107,-90.769,0.15482,8513.7,0.090671
144.48,29062,-90.692,0.15429,8502.8,0.090578
144.98,29016,-90.615,0.15371,8491.8,0.090485
145.48,28971,-90.539,0.15312,8480.8,0.090392
145.98,28926,-90.462,0.15251,8469.8,0.0903
146.48,28880,-90.386,0.15189,8458.8,0.090208
146.98,28835,-90.311,0.15127,8447.8,0.090116
147.48,28790,-90.235,0.15066,8436.8,0.090025
147.98,28745,-90.16,0.15004,8425.9,0.089933
148.48,28700,-90.086,0.14942,8414.9,0.089843
148.98,28655,-90.011,0.14881,8403.9,0.089752
149.48,28610,-89.937,0.1482,8392.9,0.089663
149.98,28565,-89.863,0.1476,8381.9,0.089573
150.48,28520,-89.79,0.147,8370.9,0.089484
150.98,28475,-89.717,0.1464,8360,0.089395
151.48,28430,-89.644,0.14581,8349,0.089306
151.98,28386,-89.571,0.14522,8338,0.089218
152.48,28341,-89.499,0.14464,8327,0.08913
152.98,28296,-89.427,0.14406,8316,0.089042
153.48,28251,-89.355,0.14348,8305,0.088955
153.98,28207,-89.284,0.14291,8294.1,0.088868
154.48,28162,-89.212,0.14234,8283.1,0.088782
154.98,28118,-89.142,0.14177,8272.1,0.088695
155.48,28073,-89.071,0.14121,8261.1,0.088609
155.98,28028,-89.001,0.14065,8250.1,0.088524
156.48,27984,-88.931,0.1401,8239.1,0.088438
156.98,27940,-88.861,0.13955,8228.2,0.088353
157.48,27895,-88.791,0.139,8217.2,0.088269
157.98,27851,-88.722,0.13846,8206.2,0.088184
158.48,27806,-88.652,0.14103,8195.2,0.0881
158.98,27762,-88.58,0.14313,8184.2,0.088015
159.48,27718,-88.508,0.14426,8173.2,0.087929
159.98,27674,-88.435,0.14477,8162.2,0.087842
160.48,27629,-88.363,0.14488,8151.3,0.087755
160.98,27585,-88.291,0.14473,8140.3,0.087668
161.48,27541,-88.218,0.14443,8129.3,0.087581
161.98,27497,-88.146,0.14403,8118.3,0.087494
162.48,27453,-88.075,0.14356,8107.3,0.087408
162.98,27409,-88.003,0.14306,8096.3,0.087322
163.48,27365,-87.932,0.14253,8085.4,0.087236
163.98,27321,-87.861,0.14199,8074.4,0.08715
164.48,27277,-87.79,0.14144,8063.4,0.087065
164.98,27233,-87.72,0.14089,8052.4,0.08698
165.48,27189,-87.65,0.14034,8041.4,0.086895
165.98,27146,-87.58,0.13978,8030.4,0.086811
166.48,27102,-87.51,0.13924,8019.5,0.086727
166.98,27058,-87.441,0.13869,8008.5,0.086643
167.48,27014,-87.372,0.13814,7997.5,0.08656
167.98,26971,-87.303,0.1376,7986.5,0.086476
168.48,26927,-87.234,0.13707,7975.5,0.086394
168.98,26883,-87.166,0.13653,7964.5,0.086311
169.48,26840,-87.098,0.136,7953.5,0.086229
169.98,26796,-87.03,0.13548,7942.6,0.086147
170.48,26753,-86.963,0.13495,7931.6,0.086065
170.98,26709,-86.896,0.13443,7920.6,0.085984
171.48,26666,-86.829,0.13392,7909.6,0.085903
171.98,26623,-86.762,0.1334,7898.6,0.085822
172.48,26579,-86.695,0.13289,7887.6,0.085742
172.98,26536,-86.629,0.13239,7876.6,0.085662
173.48,26493,-86.563,0.13188,7865.7,0.085582
173.98,26449,-86.498,0.13138,7854.7,0.085502
174.48,26406,-86.432,0.13089,7843.7,0.085423
174.98,26363,-86.367,0.13039,7832.7,0.085344
175.48,26320,-86.302,0.1299,7821.7,0.085266
175.98,26277,-86.237,0.12941,7810.7,0.085187
176.48,26233,-86.173,0.12893,7799.8,0.085109
176.98,26190,-86.108,0.12955,7788.8,0.085031
177.48,26147,-86.042,0.13223,7777.8,0.084953
177.98,26104,-85.975,0.13371,7766.8,0.084874
178.48,26061,-85.908,0.13445,7755.8,0.084793
178.98,26018,-85.841,0.13471,7744.8,0.084713
179.48,25976,-85.773,0.13468,7733.8,0.084632
179.98,25933,-85.706,0.13447,7722.9,0.084552
180.48,25890,-85.639,0.13414,7711.9,0.084472
180.98,25847,-85.572,0.13374,7700.9,0.084391
181.48,25804,-85.505,0.1333,7689.9,0.084312
181.98,25762,-85.439,0.13284,7678.9,0.084232
182.48,25719,-85.373,0.13236,7667.9,0.084153
182.98,25676,-85.307,0.13187,7656.9,0.084073
183.48,25634,-85.241,0.13137,7646,0.083995
183.98,25591,-85.176,0.13088,7635,0.083916
184.48,25548,-85.111,0.13039,7624,0.083838
184.98,25506,-85.046,0.1299,7613,0.08376
185.48,25463,-84.981,0.12941,7602,0.083682
185.98,25421,-84.916,0.12892,7591,0.083605
186.48,25378,-84.852,0.12844,7580,0.083527
186.98,25336,-84.788,0.12796,7569.1,0.083451
187.48,25294,-84.724,0.12748,7558.1,0.083374
187.98,25251,-84.661,0.127,7547.1,0.083298
188.48,25209,-84.598,0.12653,7536.1,0.083222
188.98,25167,-84.535,0.12606,7525.1,0.083146
189.48,25124,-84.472,0.12559,7514.1,0.08307
189.98,25082,-84.409,0.12513,7503.1,0.082995
190.48,25040,-84.347,0.12467,7492.2,0.08292
190.98,24998,-84.285,0.12421,7481.2,0.082845
191.48,24956,-84.223,0.12376,7470.2,0.082771
191.98,24914,-84.161,0.1233,7459.2,0.082696
192.48,24872,-84.1,0.12285,7448.2,0.082622
192.98,24829,-84.039,0.12241,7437.2,0.082549
193.48,24787,-83.978,0.12196,7426.2,0.082475
193.98,24746,-83.917,0.12152,7415.3,0.082402
194.48,24704,-83.856,0.12109,7404.3,0.082329
194.98,24662,-83.796,0.12065,7393.3,0.082256
195.48,24620,-83.736,0.12022,7382.3,0.082184
195.98,24578,-83.676,0.11979,7371.3,0.082111
196.48,24536,-83.615,0.12165,7360.3,0.082039
196.98,24494,-83.553,0.12371,7349.3,0.081967
197.48,24453,-83.491,0.1248,7338.4,0.081893
197.98,24411,-83.428,0.12529,7327.4,0.081818
198.48,24369,-83.366,0.12541,7316.4,0.081744
198.98,24327,-83.303,0.12531,7305.4,0.081669
199.48,24286,-83.24,0.12506,7294.4,0.081595
199.98,24244,-83.178,0.12474,7283.4,0.08152
200.48,24203,-83.116,0.12436,7272.4,0.081446
200.98,24161,-83.054,0.12395,7261.5,0.081372
201.48,24120,-82.992,0.12353,7250.5,0.081299
201.98,24078,-82.931,0.12309,7239.5,0.081225
202.48,24037,-82.869,0.12265,7228.5,0.081152
202.98,23995,-82.808,0.12221,7217.5,0.081079
203.48,23954,-82.747,0.12177,7206.5,0.081006
203.98,23912,-82.687,0.12133,7195.5,0.080934
204.48,23871,-82.626,0.12089,7184.6,0.080862
204.98,23830,-82.566,0.12046,7173.6,0.08079
205.48,23789,-82.506,0.12002,7162.6,0.080718
205.98,23747,-82.446,0.11959,7151.6,0.080646
206.48,23706,-82.387,0.11916,7140.6,0.080575
206.98,23665,-82.327,0.11873,7129.6,0.080504
207.48,23624,-82.268,0.11831,7118.6,0.080433
207.98,23583,-82.209,0.11789,7107.7,0.080363
208.48,23542,-82.15,0.11747,7096.7,0.080293
208.98,23501,-82.092,0.11705,7085.7,0.080223
209.48,23460,-82.034,0.11664,7074.7,0.080153
209.98,23419,-81.975,0.11622,7063.7,0.080083
210.48,23378,-81.918,0.11582,7052.7,0.080014
210.98,23337,-81.86,0.11541,7041.7,0.079945
211.48,23296,-81.802,0.115,7030.7,0.079876
211.98,23255,-81.745,0.1146,7019.8,0.079807
212.48,23214,-81.688,0.1142,7008.8,0.079739
212.98,23173,-81.631,0.1138,6997.8,0.079671
213.48,23132,-81.574,0.11341,6986.8,0.079603
213.98,23092,-81.518,0.11302,6975.8,0.079535
214.48,23051,-81.462,0.11263,6964.8,0.079467
214.98,23010,-81.405,0.11224,6953.8,0.0794
215.48,22969,-81.349,0.11185,6942.9,0.079333
215.98,22929,-81.294,0.11147,6931.9,0.079266
216.48,22888,-81.237,0.11401,6920.9,0.079199
216.98,22847,-81.179,0.11565,6909.9,0.079131
217.48,22807,-81.121,0.11648,6898.9,0.079063
217.98,22766,-81.062,0.11682,6887.9,0.078994
218.48,22726,-81.004,0.11686,6876.9,0.078925
218.98,22685,-80.945,0.11672,6865.9,0.078855
219.48,22645,-80.887,0.11647,6855,0.078786
219.98,22604,-80.829,0.11615,6844,0.078718
220.48,22564,-80.771,0.1158,6833,0.078649
220.98,22524,-80.714,0.11543,6822,0.07858
221.48,22483,-80.656,0.11504,6811,0.078512
221.98,22443,-80.599,0.11465,6800,0.078444
222.48,22403,-80.542,0.11426,6789,0.078376
222.98,22363,-80.485,0.11386,6778,0.078308
223.48,22322,-80.428,0.11347,6767.1,0.078241
223.98,22282,-80.371,0.11307,6756.1,0.078174
224.48,22242,-80.315,0.11268,6745.1,0.078107
